City,Doctor,E X A M   T Y P E,Metric Selection - Clinical Products - Prefix,Metric Selection - Clinical Products - Sufix,Performer Type,State,Store,Brand,Company Category,Current Period - Filter,Arrived Date,cities,Last Update,Prescribed and Sold (Units) - MacuHealth,PrescribedMacuHealth,UnitsMacuHealth
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,50 - Black Calabash,Eye You Care,Corporate,True,3/28/2023 1:56:48 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Fortaleza,Dra. Camila Nascimento,Examination,$,,Remote,Ceará,17 - Kohlmeyera Lichen,Eye You Care,Corporate,True,3/28/2023 4:20:18 PM,Fortaleza - Ceará,"28 March, 2023",0,0,0
Fortaleza,Dra. Camila Nascimento,Examination Recheck,$,,Remote,Ceará,271 - Florida Star Orchid,Eye You Care,Corporate,True,3/28/2023 5:48:48 PM,Fortaleza - Ceará,"28 March, 2023",0,0,0
Recife,Dr. Michael Araujo,Examination,$,,Remote,Pernambuco,62 - Ebony Coccuswood,Eye You Care,Corporate,True,3/28/2023 9:47:26 AM,Recife - Pernambuco,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,87 - Pygmyflower Vetch,Eye You Care,Corporate,True,3/27/2023 6:39:39 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Rio de Janeiro,Dr. Michael Araujo,Contact Lens Exam,$,,Remote,Rio de Janeiro,154 - Great Valley Gumweed,Eye You Care,Corporate,True,3/27/2023 2:59:28 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Joinville,Dra. Camila Nascimento,Examination,$,,Remote,Santa Catarina,253 - Sage,Eye You Care,Corporate,True,3/27/2023 6:35:21 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,190 - Prickless Dewberry,Eye You Care,Corporate,True,3/27/2023 3:21:41 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Joinville,Dra. Camila Nascimento,Examination,$,,Remote,Santa Catarina,253 - Sage,Eye You Care,Corporate,True,3/28/2023 10:18:19 AM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Blumenau,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,83 - Alvord Oak,Optical Care,Corporate,True,3/27/2023 2:44:29 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,2
Blumenau,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,83 - Alvord Oak,Optical Care,Corporate,True,3/27/2023 6:39:45 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,0
Blumenau,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,83 - Alvord Oak,Optical Care,Corporate,True,3/28/2023 4:17:29 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,0
Blumenau,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,83 - Alvord Oak,Optical Care,Corporate,True,3/28/2023 1:33:12 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,0
Joinville,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,24 - Pacific Blacksnakeroot,Optical Care,Corporate,True,3/27/2023 6:19:15 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,2
Vitória,Dra. Júlia Guimarães,Examination,$,,Remote,Espírito Santo,212 - Wailupe Valley Treecotton,Eye You Care,Corporate,True,3/27/2023 2:59:16 PM,Vitória - Espírito Santo,"28 March, 2023",0,0,0
Joinville,Dra. Camila Nascimento,Examination,$,,Remote,Santa Catarina,94 - Texas False Agave,Eye You Care,Corporate,True,3/27/2023 9:24:49 AM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Bruno Rodrigues,Examination,$,,Remote,Minas Gerais,143 - Dwarf Butterfly Orchid,Eye You Care,Corporate,True,3/28/2023 1:05:25 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Joinville,Dra. Camila Nascimento,Examination,$,,Remote,Santa Catarina,70 - Hedgehog Gourd,Eye You Care,Corporate,True,3/28/2023 3:09:27 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Recife,Dr. Michael Araujo,Examination,$,,Local,Pernambuco,74 - Texan Hogplum,Eye You Care,Corporate,True,3/28/2023 3:48:48 PM,Recife - Pernambuco,"28 March, 2023",0,0,0
Fortaleza,Dra. Beatriz Carvalho,Contact Lens Exam,$,,Onsite,Ceará,91 - Micrandra,Eye You Care,Corporate,True,3/27/2023 2:42:56 PM,Fortaleza - Ceará,"28 March, 2023",0,0,0
São José do Rio Preto,Dr. Fernando Ferreira,Examination Recheck,$,,Onsite,São Paulo,215 - Goldenrod,Eye You Care,Corporate,True,3/28/2023 4:14:22 PM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,0
São José do Rio Preto,Dr. Fernando Ferreira,Examination,$,,Onsite,São Paulo,215 - Goldenrod,Eye You Care,Corporate,True,3/28/2023 11:12:47 AM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Mariana Gomes,Examination Recheck,$,,Onsite,Minas Gerais,189 - Philonotis Moss,Eye You Care,Corporate,True,3/28/2023 6:42:30 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Mariana Gomes,Examination,$,,Onsite,Minas Gerais,189 - Philonotis Moss,Eye You Care,Corporate,True,3/28/2023 12:18:50 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Ana Beatriz,Examination,$,,Onsite,Rio de Janeiro,75 - Smallflower Desert-chicory,Eye You Care,Corporate,True,3/27/2023 11:32:22 AM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Ana Beatriz,Examination,$,,Onsite,Rio de Janeiro,75 - Smallflower Desert-chicory,Eye You Care,Corporate,True,3/27/2023 2:54:34 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
São José do Rio Preto,Dr. Fernando Ferreira,Examination,$,,Onsite,São Paulo,215 - Goldenrod,Eye You Care,Corporate,True,3/27/2023 12:55:56 PM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Gabriel Costa,Contact Lens Exam,$,,Remote,Distrito Federal,124 - Sacramento Mountain Thistle,Eye You Care,Corporate,True,3/27/2023 5:01:04 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dr. Gabriel Costa,Contact Lens Exam,$,,Remote,Distrito Federal,168 - Tornillo,Eye You Care,Corporate,True,3/28/2023 5:20:35 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Fortaleza,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,Ceará,100 - California Compassplant,Eye You Care,Corporate,True,3/27/2023 9:12:14 AM,Fortaleza - Ceará,"28 March, 2023",0,0,0
Fortaleza,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,Ceará,17 - Kohlmeyera Lichen,Eye You Care,Corporate,True,3/28/2023 10:23:27 AM,Fortaleza - Ceará,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Júlia Guimarães,Contact Lens Exam,$,,Remote,Rio de Janeiro,36 - Moco De Pavo,Eye You Care,Corporate,True,3/27/2023 2:45:18 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Salvador,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,Bahia,179 - Oxeye Daisy,Eye You Care,Corporate,True,3/28/2023 9:11:56 AM,Salvador - Bahia,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Bruno Rodrigues,Examination,$,,Remote,Minas Gerais,6 - Forest Clermontia,Eye You Care,Corporate,True,3/27/2023 12:31:13 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,84 - Wreath Lichen,Eye You Care,Corporate,True,3/28/2023 4:39:04 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,27 - Short's Goldenrod,Eye You Care,Corporate,True,3/28/2023 7:09:08 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Fernanda Souza,Examination,$,,Remote,Minas Gerais,33 - Valenzuela's Ramonia,Eye You Care,Corporate,True,3/27/2023 12:33:15 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Fernanda Souza,Examination,$,,Remote,Minas Gerais,33 - Valenzuela's Ramonia,Eye You Care,Corporate,True,3/28/2023 3:39:55 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,32 - Hobsonia Lichen,Eye You Care,Corporate,True,3/27/2023 6:14:07 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dr. Tiago Martins,Examination,$,,Remote,Distrito Federal,259 - Geyer's Onion,Eye You Care,Corporate,True,3/26/2023 4:54:37 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,112 - Racomitrium Moss,Eye You Care,Corporate,True,3/28/2023 5:40:55 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,30 - Aspen Fleabane,Eye You Care,Corporate,True,3/27/2023 2:48:12 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Porto Velho,Dra. Daniela Ramos,Examination,$,,Remote,Rondônia,109 - Intermediate Cartilage Lichen,Optical Care,Corporate,True,3/28/2023 6:53:18 PM,Porto Velho - Rondônia,"28 March, 2023",0,0,0
Montes Claros,Dra. Luciana Ribeiro,Examination Recheck,$,,Onsite,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/28/2023 4:47:49 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,0
Uberlândia,Dr. Gabriel Costa,Examination Recheck,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/28/2023 11:31:43 AM,Uberlândia - Minas Gerais,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,68 - Arctoa Moss,Optical Care,Corporate,True,3/28/2023 7:10:45 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Varginha,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Local,Minas Gerais,151 - Hairy Buttercup,Optical Care,Corporate,True,3/27/2023 5:17:09 PM,Varginha - Minas Gerais,"28 March, 2023",0,0,0
Florianópolis,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,172 - Klamath Rushlily,Optical Care,Corporate,True,3/28/2023 5:59:08 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,0,2
Petrópolis,Dr. André Silva,Examination,$,,Onsite,Rio de Janeiro,155 - Schaffner's Grasswort,Optical Care,Corporate,True,3/27/2023 4:54:33 PM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,0,0
Campinas,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Local,São Paulo,208 - Manyfruit Cyanea,Optical Care,Corporate,True,3/28/2023 11:42:18 AM,Campinas - São Paulo,"28 March, 2023",0,0,0
Campinas,Dr. Marcelo Ferreira,Examination,$,,Local,São Paulo,208 - Manyfruit Cyanea,Optical Care,Corporate,True,3/26/2023 12:12:47 PM,Campinas - São Paulo,"28 March, 2023",0,0,0
Goiânia,Dr. Leandro Menezes,Examination,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/26/2023 2:03:04 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Maceió,Dr. Michael Araujo,Examination,$,,Remote,Alagoas,211 - Common Hoptree,Optical Care,Corporate,True,3/26/2023 12:03:19 PM,Maceió - Alagoas,"28 March, 2023",0,0,0
Natal,Dra. Andrea Oliveira,Examination,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/27/2023 4:12:23 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Santa Rita do Sapucaí,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,40 - Jamaican Feverplant,Optical Care,Corporate,True,3/27/2023 1:59:54 PM,Santa Rita do Sapucaí - Minas Gerais,"28 March, 2023",0,0,1
Curitiba,Dr. Alexandre Dias,Contact Lens Exam,$,,Onsite,Paraná,7 - Dactylospora Lichen,Optical Care,Corporate,True,3/28/2023 11:07:05 AM,Curitiba - Paraná,"28 March, 2023",0,0,0
Natal,Dra. Andrea Oliveira,Examination,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/27/2023 5:42:44 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Petrópolis,Dr. André Silva,Examination,$,,Onsite,Rio de Janeiro,155 - Schaffner's Grasswort,Optical Care,Corporate,True,3/27/2023 11:33:44 AM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,0,0
Piracicaba,Dra. Ana Paula,Contact Lens Exam,$,,Onsite,São Paulo,267 - Vetivergrass,Optical Care,Corporate,True,3/28/2023 5:16:08 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,240 - Hybrid Rhododendron,Optical Care,Corporate,True,3/28/2023 3:02:15 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Mossoró,Dr. Marcelo Ferreira,Examination,$,,Remote,Rio Grande do Norte,192 - Large Selenia,Optical Care,Corporate,True,3/27/2023 11:36:14 AM,Mossoró - Rio Grande do Norte,"28 March, 2023",0,0,0
Varginha,Dr. Marcelo Ferreira,Examination,$,,Local,Minas Gerais,151 - Hairy Buttercup,Optical Care,Corporate,True,3/28/2023 12:32:13 PM,Varginha - Minas Gerais,"28 March, 2023",0,0,1
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,119 - Wild Petunia,Optical Care,Corporate,True,3/27/2023 6:29:55 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Blumenau,Dra. Andrea Oliveira,Examination,$,,Remote,Santa Catarina,126 - Albany Hawthorn,Optical Care,Corporate,True,3/28/2023 12:08:37 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,0
Joinville,Dr. Marcos Oliveira,Contact Lens Exam,$,,Onsite,Santa Catarina,37 - Round Pepperweed,Optical Care,Corporate,True,3/27/2023 5:58:27 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Curitiba,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Paraná,7 - Dactylospora Lichen,Optical Care,Corporate,True,3/28/2023 11:55:05 AM,Curitiba - Paraná,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Rio Grande do Norte,260 - Western Brackenfern,Optical Care,Corporate,True,3/27/2023 2:33:57 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,240 - Hybrid Rhododendron,Optical Care,Corporate,True,3/27/2023 10:55:38 AM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,76 - White Leadtree,Optical Care,Corporate,True,3/27/2023 12:03:38 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
São José dos Campos,Dra. Daniela Ramos,Examination,$,,Remote,São Paulo,265 - Destitute Rinodina Lichen,Optical Care,Corporate,True,3/28/2023 4:44:52 PM,São José dos Campos - São Paulo,"28 March, 2023",0,1,0
Petrópolis,Dr. Leandro Menezes,Examination,$,,Remote,Rio de Janeiro,155 - Schaffner's Grasswort,Optical Care,Corporate,True,3/28/2023 4:51:50 PM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,1,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/28/2023 4:55:46 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,1,0
Campinas,Dra. Letícia Mendonça,Contact Lens Exam,$,,Onsite,São Paulo,208 - Manyfruit Cyanea,Optical Care,Corporate,True,3/27/2023 3:35:04 PM,Campinas - São Paulo,"28 March, 2023",0,1,0
Natal,Dr. Rodrigo Pereira,Examination,$,,Onsite,Rio Grande do Norte,68 - Arctoa Moss,Optical Care,Corporate,True,3/28/2023 5:19:22 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,1,0
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,59 - Brandegee's Clover,Eye You Care,Franchise,True,3/27/2023 8:41:35 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,1
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,77 - Narrowleaf Silkgrass,Eye You Care,Franchise,True,3/26/2023 1:01:25 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,28 - Tenangle Pipewort,Eye You Care,Franchise,True,3/27/2023 3:36:58 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,220 - Platydesma,Eye You Care,Franchise,True,3/27/2023 12:51:15 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,1
São Paulo,Dr. Michael Araujo,Examination,$,,Remote,São Paulo,206 - Sandbox Tree,Eye You Care,Franchise,True,3/27/2023 4:45:26 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Brasília,Dr. Rafael Ribeiro,Examination,$,,Remote,Distrito Federal,129 - Spreadingpod Rockcress,Eye You Care,Franchise,True,3/27/2023 2:39:33 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,141 - Eggleaf Twayblade,Eye You Care,Franchise,True,3/28/2023 9:18:56 AM,São Paulo - São Paulo,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,64 - Cattle Saltbush,Eye You Care,Franchise,True,3/27/2023 10:23:21 AM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Bauru,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,São Paulo,273 - Sabinon,Eye You Care,Franchise,True,3/28/2023 6:09:01 PM,Bauru - São Paulo,"28 March, 2023",0,0,1
Recife,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Pernambuco,43 - Resurrection Fern,Eye You Care,Franchise,True,3/28/2023 7:16:04 PM,Recife - Pernambuco,"28 March, 2023",0,0,1
Natal,Dr. Leandro Menezes,Contact Lens Exam,$,,Remote,Rio Grande do Norte,199 - Rim Lichen,Eye You Care,Franchise,True,3/28/2023 1:33:52 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,251 - Columbian Larkspur,Eye You Care,Franchise,True,3/28/2023 1:17:45 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Campina Grande,Dr. Tiago Martins,Examination,$,,Remote,Paraíba,224 - White Star Apple,Eye You Care,Franchise,True,3/28/2023 12:49:26 PM,Campina Grande - Paraíba,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,223 - Henequen,Eye You Care,Franchise,True,3/27/2023 12:25:24 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Recife,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Pernambuco,201 - New Mexico Thistle,Eye You Care,Franchise,True,3/28/2023 12:04:30 PM,Recife - Pernambuco,"28 March, 2023",0,0,2
Brasília,Dr. Bruno Rodrigues,Examination,$,,Remote,Distrito Federal,3 - Purpledisk Helianthella,Eye You Care,Franchise,True,3/28/2023 6:33:25 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,266 - Umbrella-tree,Eye You Care,Franchise,True,3/28/2023 3:53:43 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Campo Grande,Dr. Rafael Ribeiro,Examination,$,,Remote,Mato Grosso do Sul,291 - Longbarb Arrowhead,Eye You Care,Franchise,True,3/27/2023 5:33:31 PM,Campo Grande - Mato Grosso do Sul,"28 March, 2023",0,0,2
São José do Rio Preto,Dr. Leandro Menezes,Examination,$,,Remote,São Paulo,209 - Ornate Lupine,Eye You Care,Franchise,True,3/27/2023 2:08:44 PM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,2
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,182 - European Cornsalad,Eye You Care,Franchise,True,3/27/2023 4:51:04 PM,São Paulo - São Paulo,"28 March, 2023",0,0,2
Brasília,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Distrito Federal,221 - Follett's Monardella,Eye You Care,Franchise,True,3/28/2023 10:47:16 AM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,152 - Alpine Bulrush,Eye You Care,Franchise,True,3/26/2023 4:54:27 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,114 - Mojave Hole-in-the-sand Plant,Eye You Care,Franchise,True,3/27/2023 1:23:57 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,162 - Canoparmelia Lichen,Eye You Care,Franchise,True,3/27/2023 12:46:46 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Bauru,Dr. Bruno Rodrigues,Examination,$,,Remote,São Paulo,284 - Williams' Miterwort,Eye You Care,Franchise,True,3/27/2023 11:07:51 AM,Bauru - São Paulo,"28 March, 2023",0,0,2
Caxias do Sul,Dr. Marcelo Ferreira,Examination,$,,Remote,Rio Grande do Sul,72 - Columbiadoria,Eye You Care,Franchise,True,3/27/2023 3:10:13 PM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,2
Belo Horizonte,Dra. Fernanda Souza,Examination,$,,Remote,Minas Gerais,191 - Woodland Muhly,Eye You Care,Franchise,True,3/26/2023 1:10:48 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,263 - Sierra White Fir,Eye You Care,Franchise,True,3/27/2023 3:50:00 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,134 - Water Ragwort,Eye You Care,Franchise,True,3/28/2023 11:26:37 AM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
São José do Rio Preto,Dr. Leandro Menezes,Contact Lens Exam,$,,Remote,São Paulo,65 - Sensitive Fern,Eye You Care,Franchise,True,3/28/2023 11:52:44 AM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,2
Bauru,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,São Paulo,284 - Williams' Miterwort,Eye You Care,Franchise,True,3/28/2023 6:50:23 PM,Bauru - São Paulo,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,191 - Woodland Muhly,Eye You Care,Franchise,True,3/27/2023 11:15:37 AM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,135 - Puerto Rico Philodendron,Eye You Care,Franchise,True,3/28/2023 5:49:54 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,138 - Newberry's Tickseed,Eye You Care,Franchise,True,3/28/2023 5:04:13 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,38 - Donner Lake Lupine,Eye You Care,Franchise,True,3/26/2023 2:21:52 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,144 - Fissidens Moss,Eye You Care,Franchise,True,3/27/2023 12:07:15 PM,São Paulo - São Paulo,"28 March, 2023",0,1,0
Belo Horizonte,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,134 - Water Ragwort,Eye You Care,Franchise,True,3/28/2023 4:58:14 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,1,0
Bauru,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,São Paulo,273 - Sabinon,Eye You Care,Franchise,True,3/27/2023 4:32:14 PM,Bauru - São Paulo,"28 March, 2023",0,1,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,134 - Water Ragwort,Eye You Care,Franchise,True,3/27/2023 4:46:01 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,1,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,141 - Eggleaf Twayblade,Eye You Care,Franchise,True,3/27/2023 3:00:20 PM,São Paulo - São Paulo,"28 March, 2023",0,1,0
